FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;N_NIVEAU_FORMATION_DIPLOME.LIBELLE_100;GROUPE_SPECIALITE;N_GROUPE_SPECIALITE.LIBELLE_LONG;LETTRE_SPECIALITE;N_LETTRE_SPECIALITE.LIBELLE_LONG;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;ANCIEN_DIPLOME_1;ANCIEN_DIPLOME_2;ANCIEN_DIPLOME_3;ANCIEN_DIPLOME_4;ANCIEN_DIPLOME_5;ANCIEN_DIPLOME_6;ANCIEN_DIPLOME_7;NOUVEAU_DIPLOME_1;NOUVEAU_DIPLOME_2;NOUVEAU_DIPLOME_3;NOUVEAU_DIPLOME_4;NOUVEAU_DIPLOME_5;NOUVEAU_DIPLOME_6;NOUVEAU_DIPLOME_7;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;N_NATURE_FORMATION_DIPLOME.LIBELLE_100;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;NB_MEF_OUVERT;NB_MEF_FERME;ID_DOCUMENT;CITE_DOMAINE_FORMATION;N_CITE_DOMAINE_FORMATION.LIBELLE_EDITION;DATE_SESSION_RATTRAPAGE;OBSERVATION;N_COMMENTAIRE;CITE_DOMAINE_DETAILLE;N_CITE_2013_DOMAINE_DETAILL.LIBELLE_EDITION;NIVEAU_QUALIFICATION_RNCP;N_NIVEAU_QUALIFICATION_RNCP.LIBELLE_LONG
51033001;510;BREVET D'ETUDES PROFESSIONNELLES;330;SPECIALITES PLURIV.SANITAIRES & SOCIALES;T;REALISATION DU SERVICE;513707;BEP;PREPA.CARRIERES SANITAI.& SOCIAL.;PREPARATOIRE AUX CARRIERES SANITAIRES ET SOCIALES (BEP);05/03/1985;31/08/1995;;;;;;;;51033002;;;;;;;;1987;1994;05/03/1985;19/08/1993;;;;;;;;;;;REMPLACE PAR LE BEP CARRIERES SANITAIRES & SOCIALES (51033002T).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;2;;700;SANTE ET PROTECTION SOCIALE;;;;;;03;NIVEAU 3
51032402;510;BREVET D'ETUDES PROFESSIONNELLES;324;SECRETARIAT, BUREAUTIQUE;T;REALISATION DU SERVICE;513004;BEP;COMMUNICATION ADMIN.& SECRETARIAT;COMMUNICATION ADMINISTRATIVE ET SECRETARIAT (BEP);04/12/1986;31/08/1997;;;;;;;;51032403;;;;;;;O;1988;1997;04/12/1986;23/08/1996;11/01/1988;31/07/1989;22/11/1989;27/01/1993;;;;;;;REMPLACE PAR LE BEP METIERS DU SECRETARIAT (51032403T).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;346;Secrétariat et travail de bureau;;;;;;03;NIVEAU 3
51031203;510;BREVET D'ETUDES PROFESSIONNELLES;312;COMMERCE, VENTE;T;REALISATION DU SERVICE;513320;BEP;INDUSTRIE ET COMMERCE DE BOISSONS;INDUSTRIE ET COMMERCE DES BOISSONS (BEP);05/07/1972;31/08/2001;;;;;;;;;;;;;;;;1974;2000;05/07/1972;07/06/1999;15/07/1981;07/10/1982;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;341;Vente en gros et au détail;2001;;;;;03;NIVEAU 3
51020003;510;BREVET D'ETUDES PROFESSIONNELLES;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;U;CONDUITE SURVEILLANCE DE MACHINES;512503;BEP;COND.D'APPAREILS OP_B: TRAITM.EAU;CONDUCTEUR D'APPAREILS OPTION B : TRAITEMENT ET EPURATION DES EAUX (BEP);11/10/1974;31/08/1994;;;;;;;;51022201;;;;;;;;1976;1992;11/10/1974;07/08/1991;;;;;;;;;;;REMPLACE PAR LE BEP INDUSTRIES CHIMIQUES & TRAITEMENT DES EAUX (51022201S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;999;INCONNU ou non précisé;;3 OPTIONS : A-  INDUSTRIE (51020002U), B-TRAITEMENT & EPURATION DES EAUX (51020003U), C- INDUSTRIE PHARMACEUTIQUE (51022202U). Voir 2de professionnelle commune (51020001U).;;;;03;NIVEAU 3
51020002;510;BREVET D'ETUDES PROFESSIONNELLES;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;U;CONDUITE SURVEILLANCE DE MACHINES;512502;BEP;COND.D'APPAREILS OP_A: INDUSTRIE;CONDUCTEUR D'APPAREILS OPTION A : INDUSTRIE (BEP);11/10/1974;31/08/1994;;;;;;;;51022201;;;;;;;;1976;1992;11/10/1974;07/08/1991;;;;;;;;;;;REMPLACE PAR LE BEP INDUSTRIES CHIMIQUES & TRAITEMENT DES EAUX (51022201S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;999;INCONNU ou non précisé;;3 OPTIONS : A-  INDUSTRIE (51020002U), B-TRAITEMENT & EPURATION DES EAUX (51020003U), C- INDUSTRIE PHARMACEUTIQUE (51022202U). Voir 2de professionnelle commune (51020001U).;;;;03;NIVEAU 3
37010005;370;CLASSE PREPARATOIRE AUX GRANDES ECOLES;100;FORMATIONS GENERALES;A;AUTRE/NON INDIQUE (DOMAINE DISCIPLINAIR);;CLPES;CLASSE PREPA. ETUDES SUPERIEURES;CLASSE PREPARATOIRE AUX ETUDES SUPERIEURES;01/09/2022;;37010004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P;CLASSE PREPA;DGESIP A2;14/06/2022;1;0;;;;;Rénovation technique du fait de l'utilisation du libellé court "CPES" pour le cycle préparatoire aux études supérieures;;;;05;NIVEAU 5
32124204;321;DIPLOME DES METIERS D'ART;242;HABILLEMENT (Y. C. MODE, COUTURE);S;PRODUCTION;323640;DMA;OPTION COSTUMIER REALISATEUR;COSTUMIER REALISATEUR (DMA);01/09/1993;;;;;;;;;;;;;;;;N;1995;;16/07/1991;;31/07/2003;08/04/2009;;;;;;;;;MISE EN CONFORMITE AVEC LE DECRET DU 15/01/2003 PAR ARRÊTE DU 31/07/2003 : APPLICABLE RS 2003 (pas de changement de code).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESIP A2;10/12/2020;3;0;;214;Stylisme / Conception;;Voir Décret n°2008-504 du 28/05/2008.;;0212;Stylisme, décoration et design industriel;05;NIVEAU 5
51025514;510;BREVET D'ETUDES PROFESSIONNELLES;255;ELECTRICITE, ELECTRONIQUE;S;PRODUCTION;;BEP;MET.ELECTRICITE&ENVIRON.CONNECTES;METIERS DE L'ELECTRICITE ET DE SES ENVIRONNEMENTS CONNECTES (BEP);01/09/2017;31/08/2021;51025511;;;;;;;;;;;;;;;2018;2021;22/06/2016;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;522;Electricité et énergie;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0713;Électricité et énergie;03;NIVEAU 3
51025112;510;BREVET D'ETUDES PROFESSIONNELLES;251;MECANIQ.GENERALE & DE PRECISION, USINAGE;S;PRODUCTION;;BEP;MODELEUR MAQUETTIST;MODELEUR MAQUETTISTE (BEP);01/09/2011;31/08/2021;50025115;;;;;;;;;;;;;;;2011;2021;29/06/2010;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;214;Stylisme / Conception;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0212;Stylisme, décoration et design industriel;03;NIVEAU 3
51025111;510;BREVET D'ETUDES PROFESSIONNELLES;251;MECANIQ.GENERALE & DE PRECISION, USINAGE;S;PRODUCTION;;BEP;PRODUCTION MECANIQUE;PRODUCTION MECANIQUE (BEP);01/09/2010;31/08/2021;51025110;51025109;;;;;;;;;;;;;;2011;2021;28/07/2009;20/10/2020;29/10/2010;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;521;Mécanique et travail du métal;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0715;Mécanique et techniques apparentées;03;NIVEAU 3
50021299;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;212;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;CAP;PROD.ANIMALES, ELEVAGE SPE;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;GROUPEMENT STATISTIQUE;DGESCO A2-3;10/12/2020;0;3;;621;Production agricole et animale;;;;;;03;NIVEAU 3
51023406;510;BREVET D'ETUDES PROFESSIONNELLES;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;;BEP;BOIS OPTION MENUISERIE-AGENCEMENT;BOIS OPTION MENUISERIE-AGENCEMENT (BEP);01/09/2010;31/08/2021;51023402;;;;;;;;;;;;;;;2011;2021;24/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;543;Matériaux (bois, papier, plastique, verre);;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0722;Matériaux (verre, papier, plastique et bois);03;NIVEAU 3
51023405;510;BREVET D'ETUDES PROFESSIONNELLES;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;;BEP;BOIS OPTION CONSTRUCTION BOIS;BOIS OPTION CONSTRUCTION BOIS (BEP);01/09/2010;31/08/2021;51023402;;;;;;;;;;;;;;;2011;2021;24/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;543;Matériaux (bois, papier, plastique, verre);;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0722;Matériaux (verre, papier, plastique et bois);03;NIVEAU 3
51023404;510;BREVET D'ETUDES PROFESSIONNELLES;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;;BEP;BOIS OPT. FAB.BOIS & MATERX ASSOC;BOIS OPTION FABRICATION BOIS ET MATERIAUX ASSOCIES (BEP);01/09/2010;31/08/2021;51023402;;;;;;;;;;;;;;;2011;2021;24/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;543;Matériaux (bois, papier, plastique, verre);;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0722;Matériaux (verre, papier, plastique et bois);03;NIVEAU 3
51023403;510;BREVET D'ETUDES PROFESSIONNELLES;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;;BEP;BOIS OPTION SCIERIE;BOIS OPTION SCIERIE (BEP);01/09/2010;31/08/2021;51023402;;;;;;;;;;;;;;;2011;2021;24/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;543;Matériaux (bois, papier, plastique, verre);;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0722;Matériaux (verre, papier, plastique et bois);03;NIVEAU 3
51022707;510;BREVET D'ETUDES PROFESSIONNELLES;227;ENERGIE, GENIE CLIMATIQUE;S;PRODUCTION;;BEP;FROID ET CONDITIONNEMENT DE L'AIR;FROID ET CONDITIONNEMENT DE L'AIR (BEP);01/09/2010;31/08/2021;51022703;;;;;;;;;;;;;;;2011;2021;28/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;522;Electricité et énergie;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0713;Électricité et énergie;03;NIVEAU 3
51022706;510;BREVET D'ETUDES PROFESSIONNELLES;227;ENERGIE, GENIE CLIMATIQUE;S;PRODUCTION;;BEP;INSTAL.SYST. ENERGETIQ. CLIMATIQ.;INSTALLATION DES SYSTEMES ENERGETIQUES ET CLIMATIQUES (BEP);01/09/2010;31/08/2021;51022704;;;;;;;;;;;;;;;2011;2021;30/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;522;Electricité et énergie;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0713;Électricité et énergie;03;NIVEAU 3
51022705;510;BREVET D'ETUDES PROFESSIONNELLES;227;ENERGIE, GENIE CLIMATIQUE;R;CONTROLE PREVENTION ENTRETIEN;;BEP;MAINT. SYST. ENERGETIQ. CLIMATIQ.;MAINTENANCE DES SYSTEMES ENERGETIQUES ET CLIMATIQUES (BEP);01/09/2010;31/08/2021;;;;;;;;;;;;;;;;2011;2021;30/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;522;Electricité et énergie;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0713;Électricité et énergie;03;NIVEAU 3
51022503;510;BREVET D'ETUDES PROFESSIONNELLES;225;PLASTURGIE, MATERIAUX COMPOSITES;S;PRODUCTION;;BEP;PLASTIQUES ET COMPOSITES;PLASTIQUES ET COMPOSITES (BEP);01/09/2010;31/08/2021;51022502;;;;;;;;;;;;;;;2011;2021;27/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;543;Matériaux (bois, papier, plastique, verre);;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0722;Matériaux (verre, papier, plastique et bois);03;NIVEAU 3
51022403;510;BREVET D'ETUDES PROFESSIONNELLES;224;MATERIAUX DE CONSTRUCTION, VERRE, CERAM.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;BEP;MET.ART-VERRE : MET.ENSEIG.SIGNAL;METIERS D'ART- VERRE OPTION METIERS DE L'ENSEIGNE ET DE LA SIGNALETIQUE (BEP);01/09/2010;31/08/2021;;;;;;;;;;;;;;;;2011;2021;18/02/2010;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;543;Matériaux (bois, papier, plastique, verre);;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0722;Matériaux (verre, papier, plastique et bois);03;NIVEAU 3
51022402;510;BREVET D'ETUDES PROFESSIONNELLES;224;MATERIAUX DE CONSTRUCTION, VERRE, CERAM.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;BEP;MET.ART- VERRE : V.SCIENTIF.& TEC;METIERS D'ART- VERRE OPTION VERRERIE SCIENTIFIQUE ET TECHNIQUE (BEP);01/09/2010;31/08/2021;;;;;;;;;;;;;;;;2011;2021;18/02/2010;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;215;Artisanat;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0214;Artisanat;03;NIVEAU 3
51022001;510;BREVET D'ETUDES PROFESSIONNELLES;220;SPEC.PLURITECHNO DES TRANSFORMATIONS;U;CONDUITE SURVEILLANCE DE MACHINES;;BEP;PROC. CHIMIE EAU PAPIERS-CARTONS;PROCEDES DE LA CHIMIE, DE L'EAU ET DES PAPIERS-CARTONS (BEP);01/09/2013;31/08/2021;;;;;;;;;;;;;;;;2014;2021;16/07/2012;20/10/2020;05/11/2012;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;543;Matériaux (bois, papier, plastique, verre);;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0722;Matériaux (verre, papier, plastique et bois);03;NIVEAU 3
51025405;510;BREVET D'ETUDES PROFESSIONNELLES;254;STRUCTURES METALLIQUES;S;PRODUCTION;;BEP;REALIS. OUVRAG. METALLERIE BÂTIMT;REALISATION D'OUVRAGES DE METALLERIE DU BÂTIMENT (BEP);01/09/2010;31/08/2021;;;;;;;;;;;;;;;;2011;2021;30/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;582;Bâtiment et génie civil;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0732;Construction et génie civil;03;NIVEAU 3
55022799;550;SES/SEGPA 3EME A 6EME ANNEE;227;ENERGIE, GENIE CLIMATIQUE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;SES 3 A 6;ENERGIE, GENIE CLIMATIQUE;ENERGIE, GENIE CLIMATIQUE;01/09/1996;31/08/2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;GROUPEMENT STATISTIQUE;DGESCO A1-2;10/12/2020;0;4;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
51032301;510;BREVET D'ETUDES PROFESSIONNELLES;323;TECHNIQUES DE IMAGE, SON, SPECTACLE;U;CONDUITE SURVEILLANCE DE MACHINES;511125;BEP;AGENT EXPLOIT.EQUIPMTS AUDIO-VIS.;AGENT D'EXPLOITATION EQUIPEMENTS AUDIO-VISUELS (BEP);22/09/1972;31/08/1999;;;;;;;;;;;;;;;;1974;1998;22/09/1972;31/07/1996;25/03/1980;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;213;Techniques audiovisuelles et production média;1999;;;;;03;NIVEAU 3
51031101;510;BREVET D'ETUDES PROFESSIONNELLES;311;TRANSPORT, MANUTENTION, MAGASINAGE;U;CONDUITE SURVEILLANCE DE MACHINES;512401;BEP;CONDUITE & SERVIC.DS TRANSP.ROUT.;CONDUITE ET SERVICES DANS LE TRANSPORT ROUTIER (BEP);19/06/1990;31/08/2012;;;;;;;;;;;;;;;O;1992;2011;19/06/1990;18/06/2010;05/06/1991;23/08/1993;04/02/2005;;;;;;;;ABROGATION SANS REMPLACEMENT.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;840;Services de transport;2012;Grille horaire n°1 Production.;;;;03;NIVEAU 3
51025999;510;BREVET D'ETUDES PROFESSIONNELLES;259;DO25 : MECANIQUE, ELECTRICITE, ELECTRO.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);511199;BEP;SPECIALIT.NON SPECIF.DU DOMAIN.25;SPECIALITE NON SPECIFIEE DU DOMAINE : 25;;31/08/2004;;;;;;;;;;;;;;;;;;;01/01/2003;;;;;;;;;;;;S;GROUPEMENT STATISTIQUE;DEP B3;10/12/2020;0;1;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
51020101;510;BREVET D'ETUDES PROFESSIONNELLES;201;TECHNO DE COMMANDE DES TRANSFO.INDUST.;R;CONTROLE PREVENTION ENTRETIEN;511101;BEP;MAINT.EQUIP.COMMANDE SYSTM.INDUST;MAINTENANCE DES EQUIPEMENTS DE COMMANDE DES SYSTEMES INDUSTRIELS (BEP);27/08/1987;31/08/2010;;;;;;;;;;;;;;;;1989;2009;27/08/1987;04/05/2007;16/02/1989;13/05/1991;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;523;Electronique et automatisation;2010;Grille horaire 1 Production.;;;;03;NIVEAU 3
51020004;510;BREVET D'ETUDES PROFESSIONNELLES;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;BEP;REPRESENT.INFORMATISEE PRDTS IND.;REPRESENTATION INFORMATISEE DE PRODUITS INDUSTRIELS (BEP);01/09/2010;31/08/2021;;;;;;;;;;;;;;;;2011;2021;31/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;523;Electronique et automatisation;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0714;Électronique et automatisation;03;NIVEAU 3
51321405;513;BREVET D'ETUDES PROFESSIONNELLES AGRICOLES;214;AMENAGEMENT PAYSAGER (PARCS, ...);W;COMMERCIALISATION;;BEPA;CONSEIL VENTE;CONSEIL VENTE (BEPA);01/09/2009;31/08/2021;;;;;;;;;;;;;;;;2010;2021;17/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;MAP DGER MISSI;04/05/2021;0;0;;341;Vente en gros et au détail;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0416;Vente en gros et au détail;03;NIVEAU 3
51021205;510;BREVET D'ETUDES PROFESSIONNELLES;212;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;T;REALISATION DU SERVICE;510120;BEPA;EXPLOITATION ELEVAGE BOVIN LAIT;EXPLOITATION ELEVAGE BOVIN LAIT (BEPA);20/07/1989;31/08/1996;;;;;;;;;;;;;;;;1991;;01/01/1992;;;;;;;;;;;;;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;10/12/2020;0;1;;621;Production agricole et animale;;;;;;03;NIVEAU 3
51321306;513;BREVET D'ETUDES PROFESSIONNELLES AGRICOLES;213;FORETS, ESPACES NATURELS, FAUNE, PECHE;R;CONTROLE PREVENTION ENTRETIEN;;BEPA;TRAV ENTR ENVIR;TRAVAUX D'ENTRETIEN DE L'ENVIRONNEMENT (BEPA);01/09/2009;31/08/2021;;;;;;;;;;;;;;;;2010;2021;17/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;MAP DGER MISSI;04/05/2021;0;0;;850;Protection de l'environnement;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0521;Sciences environnementales;03;NIVEAU 3
51034306;510;BREVET D'ETUDES PROFESSIONNELLES;343;NETTOYAGE, ASSAIN., PROTECTION ENVIRONMT;T;REALISATION DU SERVICE;;BEP;HYGIENE ET PROPRETE;HYGIENE ET PROPRETE (BEP);01/09/2013;31/08/2021;51034304;;;;;;;;;;;;;;;2015;2021;19/02/2013;20/10/2020;30/09/2014;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;814;Services à domicile;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;octobre 2014 : renseignement colonne CITE_DOMAINE_FORMATION;1011;Services domestiques;03;NIVEAU 3
51034305;510;BREVET D'ETUDES PROFESSIONNELLES;343;NETTOYAGE, ASSAIN., PROTECTION ENVIRONMT;T;REALISATION DU SERVICE;;BEP;GESTION POLLUT. PROTECT. ENVIRON.;GESTION DES POLLUTIONS ET PROTECTION DE L'ENVIRONNEMENT (BEP);01/09/2013;31/08/2021;51034304;;;;;;;;;;;;;;;2015;2021;19/02/2013;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;0;;850;Protection de l'environnement;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;octobre 2014 : renseignement colonne CITE_DOMAINE_FORMATION;0521;Sciences environnementales;03;NIVEAU 3
51321219;513;BREVET D'ETUDES PROFESSIONNELLES AGRICOLES;212;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;S;PRODUCTION;;BEPA;TRAV EXPL ELEVAGE;TRAVAUX EN EXPLOITATION D'ELEVAGE (BEPA);01/09/2009;31/08/2021;;;;;;;;;;;;;;;;2010;2021;17/07/2009;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;MAP DGER MISSI;04/05/2021;0;0;;621;Production agricole et animale;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0811;Culture et élevage;03;NIVEAU 3
51321218;513;BREVET D'ETUDES PROFESSIONNELLES AGRICOLES;212;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;T;REALISATION DU SERVICE;;BEPA;CAVALIER SOIGNEUR;CAVALIER SOIGNEUR (BEPA);01/09/2011;31/08/2021;;;;;;;;;;;;;;;;2012;2021;07/07/2011;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;MAP DGER MISSI;04/05/2021;0;0;;621;Production agricole et animale;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0811;Culture et élevage;03;NIVEAU 3
51321217;513;BREVET D'ETUDES PROFESSIONNELLES AGRICOLES;212;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;T;REALISATION DU SERVICE;;BEPA;AIDE TECH EXPE ANIM;AIDE TECHNICIEN EN EXPERIMENTATION ANIMALE (BEPA);01/09/2011;31/08/2021;;;;;;;;;;;;;;;;2012;2021;01/04/2011;20/10/2020;;;;;;;;;;;Fermeture BEP* - demande DGESCO B22 ;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;MAP DGER MISSI;04/05/2021;0;0;;640;Sciences vétérinaires;;Remplacé progressivement par l'attestation de réussite intermédiaire en bac pro, en fin de 1ère professionnelle;;0841;Sciences vétérinaires;03;NIVEAU 3
