FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;N_NIVEAU_FORMATION_DIPLOME.LIBELLE_100;GROUPE_SPECIALITE;N_GROUPE_SPECIALITE.LIBELLE_LONG;LETTRE_SPECIALITE;N_LETTRE_SPECIALITE.LIBELLE_LONG;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;N_NATURE_FORMATION_DIPLOME.LIBELLE_100;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;ID_DOCUMENT;CITE_DOMAINE_FORMATION;N_CITE_DOMAINE_FORMATION.LIBELLE_EDITION;DIPLOME_SISE;N_DIPLOME_SISE.LIBELLE_INTITULE_1;HABILITATION_ORIGINE;NUMERO_UAI;N_COMMENTAIRE;CITE_DOMAINE_DETAILLE;N_CITE_2013_DOMAINE_DETAILL.LIBELLE_EDITION;NIVEAU_QUALIFICATION_RNCP;N_NIVEAU_QUALIFICATION_RNCP.LIBELLE_LONG
16X31042;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH1-X;MANAG STRATJ DIGITALE COMM NUMERI;MANAGER DE LA STRATEGIE DIGITALE ET DE LA COMMUNICATION NUMERIQUE (KLM - ISEAM);01/09/2020;31/08/2022;;;;;07/09/2021;;;;;;;;;;;rncp 26821 Institut superieur des etudes en alternance du management;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;345;Gestion et administration;;;;0772667F;;0413;Gestion et administration;07;NIVEAU 7
46X33603;46X;TH DE NIV 4 ORGANISMES GESTIONNAIRES DIVERS;336;COIFFURE, ESTHETIQ.& AUTR.SERVICES PERSO;W;COMMERCIALISATION;;TH4-X;CONS VENTE OMNICANALE MODE BEAUTE;CONSEILLER DE VENTE OMNICANALE DE POINT DE VENTE SPECIALISE MODE ET BEAUTE (FB FORMATION EMA SUP);01/09/2020;31/08/2024;;;;;08/07/2024;;;;;;;;;;;rncp 35759;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;815;Coiffure et soins de beaut�;;;;0756080B;;1012;Services de soins de beaut� et de coiffure;04;NIVEAU 4
26X33602;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;336;COIFFURE, ESTHETIQ.& AUTR.SERVICES PERSO;W;COMMERCIALISATION;;TH2-X;RETAIL MANAGER MODE ET BEAUTE;RETAIL MANAGER MODE ET BEAUTE (FB FORMATION EMA SUP);01/09/2020;31/08/2024;;;;;08/07/2024;;;;;;;;;;;rncp 35745;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;815;Coiffure et soins de beaut�;;;;0756080B;;1012;Services de soins de beaut� et de coiffure;06;NIVEAU 6
16X32001;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;320;SPECIALITES PLURIVAL.DE LA COMMUNICATION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH1-X;MANAGER DE PROJETS COMMUNICATION;MANAGER DE PROJETS COMMUNICATION (ASSOC ST ANNE);01/09/2017;31/08/2024;;;;;17/03/2024;;;;;;;;;;;rncp 35436;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;342;Marketing et publicit�;;;;0492062A;;0414;Marketing et publicit�;07;NIVEAU 7
16X32601;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;N;CONCEPTION;;TH1-X;EXPERT INFORMATIQUE ET SI;EXPERT EN INFORMATIQUE ET SYSTEMES D'INFORMATION (EPSI);01/09/2010;31/08/2026;;;;26/05/2016;19/05/2026;;;;;;;;;;;rncp 35584;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;481;Sciences informatiques;;;;;;0612;Conception et administration de bases de donn�es et de r�seau;07;NIVEAU 7
16X33401;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;334;ACCUEIL, HOTELLERIE, TOURISME;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH1-X;MANAGER HEBERGEMENTS TOURISTIQUES;MANAGER DES HEBERGEMENTS TOURISTIQUES (ESGCV - MBA ESG);01/09/2017;31/08/2024;;;;;05/07/2024;;;;;;;;;;;rncp 34056;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;811;H�tellerie et services de restauration;;;;0753111Z;;1013;H�tellerie et services de restauration;07;NIVEAU 7
16X34002;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;340;SPEC.PLURIVAL.DES SERVICES A LA COLLECT.;N;CONCEPTION;;TH1-X;MANAGER DES AFFAIRES PUBLIQUES;MANAGER DES AFFAIRES PUBLIQUES (CHRISTAL 1);01/09/2019;31/08/2026;;;;;17/03/2026;;;;;;;;;;;rncp 35417;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;850;Protection de l'environnement;;;;0755100L;;0521;Sciences environnementales;07;NIVEAU 7
26C21401;26C;TH DE NIV 2 DES CCI ET MINISTERE COMMERCE ARTISANAT PME;214;AMENAGEMENT PAYSAGER (PARCS, ...);R;CONTROLE PREVENTION ENTRETIEN;;TH2-C;RESP TECHN AMENAGT ESPACES SPORT;RESPONSABLE TECHNIQUE EN AMENAGEMENT D'ESPACES SPORTIFS (CCI PARIS);01/09/2009;31/08/2026;;;;;17/03/2026;;;;;;;;;;;rncp 35425;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;813;Sports;;;;0780851B;;1014;Sports;06;NIVEAU 6
46X23002;46X;TH DE NIV 4 ORGANISMES GESTIONNAIRES DIVERS;230;SPEC.PLURITECHNO, GENIE CIVIL, CONSTRUC.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH4-X;TECH VALORISTE RESSOURCES BATIMEN;TECHNICIEN VALORISTE DES RESSOURCES DU BATIMENT (NORIA ET COMPAGNIE);01/09/2022;31/08/2024;;;;;14/09/2023;;;;;;;;;;;rncp 34907;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;30/09/2023;;580;Architecture et b�timent;;;;;;0730;Architecture et b�timent;04;NIVEAU 4
16C20001;16C;TH DE NIV 1 DES CCI ET MINISTERE COMMERCE ARTISANAT PME;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH1-C;MANAGER INGIE QUALITE EXP CLIENT;MANAGER EN INGENIERIE DE LA QUALITE ET DE L'EXPERIENCE CLIENT (ECOLE HUBERT CURIEN);01/09/2005;31/08/2024;;2006;;;21/12/2021;;;;;;;;;;;rncp 31996;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN DEP B4 B5;12/01/2024;;520;Ing�nierie et techniques apparent�es;;;;0180865T;;0710;Ing�nierie et techniques apparent�es;07;NIVEAU 7
26N24101;26N;TH DE NIV 2 MINISTERE INDUSTRIE;241;TEXTILE;P;ORGANISATION GESTION;;TH2-N;CHEF DE PRODUITS TEXTILES;CHEF DE PRODUITS TEXTILES MODE CUIR (ISTA);31/01/2006;31/08/2024;;;;;19/04/2024;;;;;;;;;;;rncp 35539;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;RNCP;13/07/2021;;542;Textile, v�tement,chaussure et cuir;;;;;;0723;Textiles (v�tements, chaussures et cuir);06;NIVEAU 6
26R22501;26R;TH DE NIV 2 INSTANCES REGIONALES;225;PLASTURGIE, MATERIAUX COMPOSITES;S;PRODUCTION;;TH2-R;CHEF PROJ MATERIAUX COMPOSITES;CHEF DE PROJET EN MATERIAUX COMPOSITES (CTIPC - IPC COMPOSITEC);23/06/2006;31/08/2024;;;;;10/10/2024;;;;;;;;;;;rncp 34254;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;;13/07/2021;;543;Mat�riaux (bois, papier, plastique, verre);;;;;;0722;Mat�riaux (verre, papier, plastique et bois);06;NIVEAU 6
26X31211;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;312;COMMERCE, VENTE;P;ORGANISATION GESTION;;TH2-X;RESPONSABLE PROJETS EN MARKETING;RESPONSABLE DE PROJETS EN MARKETING (CCI DU CHER - ESTACOM);01/09/2017;31/08/2025;;;;;16/12/2024;;;;;;;;;;;rncp 34362;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;340;Commerce et administration;;;;0180877F;;0410;Commerce et administration;06;NIVEAU 6
16X32664;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH1-X;XPR INGIE DEVPT ARCHIT LOGICIELLE;EXPERT EN INGENIERIE DU DEVELOPPEMENT ET EN ARCHITECTURE LOGICIELLE (ESGI);01/09/2021;31/08/2027;;;;;01/06/2027;;;;;;;;;;;rncp 36469;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/06/2022;;481;Sciences informatiques;;;;0754724C;;0612;Conception et administration de bases de donn�es et de r�seau;07;NIVEAU 7
26X31404;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;314;COMPTABILITE, GESTION;P;ORGANISATION GESTION;;TH2-X;MANAGER DE PROJETS DES SI;MANAGER DE PROJETS DES SYSTEMES D'INFORMATION (TBS);01/09/2020;31/08/2026;;;;;19/05/2026;;;;;;;;;;;rncp 35619;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;344;Comptabilit� et fiscalit�;;;;0310156B;;0411;Comptabilit� et fiscalit�;06;NIVEAU 6
26X31513;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH2-X;CHG DE GESTION ET DEVPT DES RH;CHARGE DE GESTION ET DE DEVELOPPEMENT DES RESSOURCES HUMAINES (UCO);01/09/2018;31/08/2024;;2007;;;19/04/2024;;;;;;;;;;;rncp 35545;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;345;Gestion et administration;;;;0490811R;;0413;Gestion et administration;06;NIVEAU 6
26X20004;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;R;CONTROLE PREVENTION ENTRETIEN;;TH2-X;RESPONS QUALIT SECURIT ENVIRONT;RESPONSABLE QUALITE SECURITE ENVIRONNEMENT (CESI);01/09/2018;31/08/2026;;;;;17/03/2026;;;;;;;;;;;rncp 35433;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;28/07/2021;;500;INGENIERIE, INDUSTRIE DE TRANSFORMATION ET DE PRODUCTION;;;;0755372G;;0700;Ing�nierie, industries de transformation et construction;06;NIVEAU 6
26X32616;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;P;ORGANISATION GESTION;;TH2-X;CHEF DE PROJETS DIGITAUX;CHEF DE PROJETS DIGITAUX (EEMI);01/09/2018;31/08/2026;;;;;19/04/2026;;;;;;;;;;;rncp 35541;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;481;Sciences informatiques;;;;0755641Z;;0612;Conception et administration de bases de donn�es et de r�seau;06;NIVEAU 6
26X32625;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;R;CONTROLE PREVENTION ENTRETIEN;;TH2-X;ADMINISTRATEUR SYSTEMES RESEAUX;ADMINISTRATEUR(TRICE) SYSTEME ET RESEAU (ENI ECOLE INFORMATIQUE);01/09/2019;31/08/2026;;;;;19/05/2026;;;;;;;;;;;rncp 35587;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;481;Sciences informatiques;;;;0442844;;0612;Conception et administration de bases de donn�es et de r�seau;06;NIVEAU 6
36X21102;36X;TH DE NIV 3 ORGANISMES GESTIONNAIRES DIVERS;211;PRODUCTIONS VEGETALES, CULTUR.SPECIALIS.;W;COMMERCIALISATION;;TH3-X;CONSEILLER CCIAL VINS SPIRITUEUX;CONSEILLER COMMERCIAL VINS ET SPIRITUEUX (IFCO);01/09/2019;31/08/2026;;;;;19/04/2026;;;;;;;;;;;rncp 35535;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;621;Production agricole et animale;;;;0134122K;;0811;Culture et �levage;05;NIVEAU 5
36X31204;36X;TH DE NIV 3 ORGANISMES GESTIONNAIRES DIVERS;312;COMMERCE, VENTE;P;ORGANISATION GESTION;;TH3-X;GESTIONNAIRE ADM DES VENTES;GESTIONNAIRE ADMINISTRATION DES VENTES (ISE);01/09/2019;31/08/2024;;;;;17/06/2024;;;;;;;;;;;rncp 35663;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;13/07/2021;;340;Commerce et administration;;;;;;0410;Commerce et administration;05;NIVEAU 5
36X31401;36X;TH DE NIV 3 ORGANISMES GESTIONNAIRES DIVERS;314;COMPTABILITE, GESTION;T;REALISATION DU SERVICE;;TH3-X;COLLABORATEUR COMPTABLE;COLLABORATEUR COMPTABLE (SOFTEC);01/09/2018;31/08/2024;;;;;19/05/2024;;;;;;;;;;;rncp 35595;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;26/10/2022;;344;Comptabilit� et fiscalit�;;;;0492125U;;0411;Comptabilit� et fiscalit�;05;NIVEAU 5
26R3120C;26R;TH DE NIV 2 INSTANCES REGIONALES;312;COMMERCE, VENTE;P;ORGANISATION GESTION;;TH2-R;RESPONSABLE TECHNICO-COMMERCIAL;RESPONSABLE TECHNICO-COMMERCIAL (IDRAC);01/09/1996;31/08/2024;;;;09/04/2018;10/09/2024;;;;;;;;;;;rncp 34184;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN DEP B4 B5;15/11/2022;;341;Vente en gros et au d�tail;;;;0693180G;;0416;Vente en gros et au d�tail;06;NIVEAU 6
46X13301;46X;TH DE NIV 4 ORGANISMES GESTIONNAIRES DIVERS;133;MUSIQUE, ARTS DU SPECTACLE;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;TH4-X;ARTISTE DANSEUR CHANTEUR COMEDIEN;ARTISTE DANSEUR CHANTEUR COMEDIEN (AFMDCC);01/09/2005;31/08/2024;;2006;;;17/03/2024;;;;;;;;;;;rncp 35444;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;;13/07/2021;;212;Musique et arts du spectacle;;;;0922399H;;0215;Musique, th��tre, danse, cirque;04;NIVEAU 4
46X25501;46X;TH DE NIV 4 ORGANISMES GESTIONNAIRES DIVERS;255;ELECTRICITE, ELECTRONIQUE;W;COMMERCIALISATION;;TH4-X;VENDEUR CONS EQUIPT MAISON CONNEC;VENDEUR CONSEIL EN EQUIPEMENT DE LA MAISON CONNECTEE (RESEAU DUCRETET);01/09/2005;31/08/2024;;;;;03/06/2024;27/08/2015;;;;;;;;;;rncp 34020;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN DEP B4;13/07/2021;;341;Vente en gros et au d�tail;;;;0922274X;;0416;Vente en gros et au d�tail;04;NIVEAU 4
36X33501;36X;TH DE NIV 3 ORGANISMES GESTIONNAIRES DIVERS;335;ANIMATION CULTUREL.,SPORTIV.& DE LOISIRS;P;ORGANISATION GESTION;;TH3-X;ENTRAINEUR PROFESSIONNEL FOOTBALL;ENTRAINEUR PROFESSIONNEL DE FOOTBALL (FFF);01/09/2015;31/08/2022;;;;;07/07/2021;;;;;;;;;;;rncp 15268 erreur niveau remplace par le 26X33503;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;28/07/2021;;813;Sports;;;;;;1014;Sports;05;NIVEAU 5
17032637;170;INGENIEURS RECONNUS (RCT..), NFI , ALTERNANCE;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;ING;TELECOM SAINT ETIENNE;INGENIEUR DIPLOME DE TELECOM SAINT ETIENNE DE L'UNIVERSITE DE SAINT-ETIENNE;01/09/2022;31/08/2026;;;;;;;;;;;;;;;;rncp 15342 avis CTI autorisant 3ieme anne en apprentissage;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;28/02/2023;;481;Sciences informatiques;6000747;INGENIEUR DIPLOME DE TELECOM SAINT ETIENNE DE L'UNIVERSITE DE SAINT-ETIENNE;;0421095M;;0612;Conception et administration de bases de donn�es et de r�seau;07;NIVEAU 7
46X33401;46X;TH DE NIV 4 ORGANISMES GESTIONNAIRES DIVERS;334;ACCUEIL, HOTELLERIE, TOURISME;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH4-X;CHARGE(E) D'ACCUEIL;CHARGE(E) D'ACCUEIL (EFHT);01/09/2019;31/08/2022;;;;;05/08/2020;;;;;;;;;;;rncp 28739 Ecole fran�aise d'hotesse et de tourisme;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;16/07/2021;;812;Voyage, tourisme et loisirs;;;;0752376A;;1015;Voyage, tourisme et loisirs;04;NIVEAU 4
1351280W;135;MASTER PROFESSIONNEL;128;DROIT, SCIENCES POLITIQUES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;DROIT INTERNATIONAL ET EUROPEEN;DROIT INTERNATIONAL ET DROIT EUROPEEN (MASTER);01/09/2022;;;;;;;;;;;;;;;;;rncp 36113;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;28/02/2023;;380;Droit;2500279;DROIT INTERNATIONAL ET DROIT EUROPEEN;;;;0421;Droit;07;NIVEAU 7
26X31509;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;P;ORGANISATION GESTION;;TH2-X;RESPONSABLE RESSOURCES HUMAINES;RESPONSABLE EN RESSOURCES HUMAINES (GESCEP, ESM-A);01/09/2016;31/08/2022;;;;09/01/2015;30/01/2020;;;;;;;;;;;rncp 21740 demande cfa sup limoges, groupement d'enseignement superieur commercial de l'est parisien, ecole sup de management en alternance;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;16/07/2021;;345;Gestion et administration;;;;;;0413;Gestion et administration;06;NIVEAU 6
17034101;170;INGENIEURS RECONNUS (RCT..), NFI , ALTERNANCE;341;AMENAGT DU TERRIT., DEVELOPMT, URBANISME;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;ING;ING EIVP GENIE URBAIN;INGENIEUR DIPLOME DE L'ECOLE DES INGENIEURS DE LA VILLE DE PARIS, SPECIALITE GENIE URBAIN;01/09/2022;31/08/2024;;;;;;;;;;;;;;;;rncp 36314;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/06/2022;;581;Architecture et urbanisme;6000243;INGENIEUR DIPLOME DE L'ECOLE DES INGENIEURS DE LA VILLE DE PARIS, SPECIALITE GENIE URBAIN;;0750043P;;0731;Architecture et urbanisme;07;NIVEAU 7
16X31005;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH1-X;MANAGER CULTUREL;MANAGER CULTUREL (EAC);01/09/2014;31/08/2021;;;;16/11/2015;03/12/2020;;;;;;;;;;;rncp 24879 anc rncp 22164 centre d'etudes superieures en economie et communication;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;16/07/2021;;345;Gestion et administration;;;;0754622S;;0413;Gestion et administration;07;NIVEAU 7
56M2410A;56M;TH DE NIV 5 DES CHAMBRES DE METIERS;241;TEXTILE;S;PRODUCTION;;EFAA;STORISTE;STORISTE (EFAA);03/08/1996;31/12/1998;;;;;14/01/1997;;;;;;;;;;;E51 - ;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN DEP B4;10/12/2020;;542;Textile, v�tement,chaussure et cuir;;;;;;;;03;NIVEAU 3
26X23001;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;230;SPEC.PLURITECHNO, GENIE CIVIL, CONSTRUC.;P;ORGANISATION GESTION;;TH2-X;CHARGE D'AFFAIRES BTP;CHARGE D'AFFAIRES BTP (CESI);01/09/2019;31/08/2029;;;;;18/10/2028;;;;;;;;;;;rncp 38141;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;25/10/2023;;580;Architecture et b�timent;;;;0755372G;;0730;Architecture et b�timent;06;NIVEAU 6
16X31521;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;T;REALISATION DU SERVICE;;TH1-X;MANAGER DES RESSOURCES HUMAINES;MANAGER DES RESSOURCES HUMAINES (MS TBS);01/09/2020;31/08/2026;;;;;17/06/2026;;;;;;;;;;;rncp 35657;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;16/07/2021;;345;Gestion et administration;;;;0310156B;;0413;Gestion et administration;07;NIVEAU 7
26C2000F;26C;TH DE NIV 2 DES CCI ET MINISTERE COMMERCE ARTISANAT PME;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;N;CONCEPTION;;TH2-C;DESIGNER;DESIGNER (KEDGE BUSINESS SCHOOL);01/09/2002;31/08/2022;;;;29/07/2014;04/01/2020;06/08/1999;12/10/2002;;;;;;;;;rncp 21644;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN C4;16/07/2021;;520;Ing�nierie et techniques apparent�es;;;;;;0710;Ing�nierie et techniques apparent�es;06;NIVEAU 6
26023001;260;AUTRES DIPLOMES DE NIVEAU II;230;SPEC.PLURITECHNO, GENIE CIVIL, CONSTRUC.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;DEEA;DIPLOME ETUDES EN ARCHITECTURE;DIPLOME D'ETUDES EN ARCHITECTURE (DEEA);01/09/2018;;;;;20/07/2005;;;;;;;;;;;;rncp 24476 demande CFA Descartes;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;16/07/2021;;580;Architecture et b�timent;;;;;;0730;Architecture et b�timent;06;NIVEAU 6
36C34301;36C;TH DE NIV 3 DES CCI ET MINISTERE COMMERCE ARTISANAT PME;343;NETTOYAGE, ASSAIN., PROTECTION ENVIRONMT;R;CONTROLE PREVENTION ENTRETIEN;;TH3-C;ANIMATEUR ENV SECURITE ENTREPRISE;ANIMATEUR ENVIRONNEMENT SECURITE DANS L'ENTREPRISE (CCI COLMAR ET DU CENTRE-ALSACE);01/09/2010;31/08/2012;;;;19/12/2006;;;;;;;;;;;;rncp 4882;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;16/07/2021;;850;Protection de l'environnement;;;;;;;;05;NIVEAU 5
24620101;246;DIPLOMES CNAM DE NIV 2 (DESE, DEST ....);201;TECHNO DE COMMANDE DES TRANSFO.INDUST.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;DIP2-CNAM;RESP OPERATIONNEL AUTOMATISMES;RESPONSABLE OPERATIONNEL EN AUTOMATISME (CNAM);01/09/2011;31/08/2017;;;;05/04/2012;15/04/2017;;;;;;;;;;;rncp 4657 renouvellement en cours demande CFA CNAM IDF;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;16/07/2021;;523;Electronique et automatisation;;;;0753471R;;0714;�lectronique et automatisation;06;NIVEAU 6
26X32006;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;320;SPECIALITES PLURIVAL.DE LA COMMUNICATION;V;PRODUCTION A CARACTERE ARTISTIQUE;;TH2-X;CONCEPT COMMUNICATION VISUELLE;CONCEPTEUR EN COMMUNICATION VISUELLE (IDEM);01/09/2016;31/08/2022;;;;25/02/2016;17/03/2019;;;;;;;;;;;rncp 25503 demande saia montpellier;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;16/07/2021;;320;Journalisme et information;;;;0660862D;;0320;Journalisme et information;06;NIVEAU 6
46Q2500A;46Q;TH DE NIV 4 MINISTERE DE L'EQUIPEMENT TRANSPORT TOURISME;250;SPEC.PLURITECHNO MECANIQUE-ELECTRICITE;R;CONTROLE PREVENTION ENTRETIEN;;TH4-Q;TCHNI REPARATION ASCENCEURS;TECHNICIEN (NE) DE REPARATION DES ASCENCEURS (AFP);01/09/1999;31/08/2022;;;;15/12/2016;18/12/2019;;;;;;;;;;;rncp 17203 AFP association de formation professionnelle;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN DEPB4;16/07/2021;;525;V�hicules � moteur, construction navale et aeronautique;;;;;;0716;V�hicules � moteur, bateaux et a�ronefs;04;NIVEAU 4
26031032;260;AUTRES DIPLOMES DE NIVEAU II;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;DIP2;MANAGER HOTELLERIE RESTAUR FERRAN;DIPLOME DE MANAGER DANS L'HOTELLERIE RESTAURATION DE FERRANDI;01/09/2020;31/08/2026;;;;;;;;;;;;;;;;rncp 36267 remplace le 26C33401;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;19/04/2022;;340;Commerce et administration;M000160;DIPLOME DE MANAGER DANS L'HOTELLERIE RESTAURATION DE FERRANDI;;0753184D;;0413;Gestion et administration;06;NIVEAU 6
36T20104;36T;TH DE NIV 3 MINISTERE DU TRAVAIL - AFPA;201;TECHNO DE COMMANDE DES TRANSFO.INDUST.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH3-T;TECH SUP EN FABRICATION ADDITIVE;TECHNICIEN SUPERIEUR EN FABRICATION ADDITIVE (TP);01/09/2021;31/08/2027;;;;;01/02/2027;;;;;;;;;;;rncp 36168;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/06/2022;;500;INGENIERIE, INDUSTRIE DE TRANSFORMATION ET DE PRODUCTION;;;;;;0700;Ing�nierie, industries de transformation et construction;05;NIVEAU 5
